エネルギー,たんぱく質,脂質,炭水化物,糖質,ナトリウム,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,ビタミンA,ビタミンD,ビタミンE,ビタミンK,ビタミンB1,ビタミンB2,ナイアシン,ビタミンB6,ビタミンB12,葉酸,パントテン酸,ビタミンC,食物繊維,食塩相当量
2200,81,62,320,302,2900,2800,680,320,900,6.8,8.8,0.9,770,5.5,6.3,150,1.2,1.4,13,1.3,2.4,240,4.8,100,19,7.4
